Id,Label,timeset,modularity_class,time_score_stamp,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
612,video_streaming,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 11]; [2011.0, 22]; [2012.0, 16]>",102,5,107,2,0.727273,0.8125,0.000555,0.460119
359,machine_learning,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 4]; [2012.0, 5]>",33,25,58,4,0.479789,0.516789,0.00015,0.068648
442,pet,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 2]; [2011.0, 4]; [2012.0, 6]>",15,6,21,4,0.42602,0.457086,0.000024,0.04636
440,personal_health,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 13]; [2011.0, 9]; [2012.0, 14]>",39,14,53,4,0.471751,0.508483,0.000214,0.110594
146,crowdfunding,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 4]; [2011.0, 1]; [2012.0, 7]>",13,28,41,4,0.483766,0.510067,0.000034,0.008685
461,privacy,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 17]; [2011.0, 21]; [2012.0, 9]>",40,11,51,4,0.47432,0.5069,0.000445,0.11479
81,chemical_engineering,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 5]; [2011.0, 6]; [2012.0, 8]>",5,24,29,4,0.455357,0.484804,0.000005,0.002449
206,energy_efficiency,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 11]; [2011.0, 27]; [2012.0, 34]>",24,69,93,4,0.503623,0.559353,0.000363,0.024256
364,mapping_services,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 6]; [2012.0, 5]>",26,20,46,4,0.468401,0.50463,0.000059,0.067171
626,water_purification,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 7]; [2011.0, 6]; [2012.0, 5]>",41,0,41,0,0,0,0,0.212256
566,supply_chain_management,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 43]; [2011.0, 57]; [2012.0, 58]>",133,13,146,4,0.522523,0.590517,0.000491,0.492738
542,soccer,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 3]>",11,4,15,6,0.409722,0.461017,0.000004,0.056075
124,consumer_reviews,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 1]>",8,32,40,5,0.483316,0.512448,0.000016,0.008536
582,tourism,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 15]; [2011.0, 28]; [2012.0, 30]>",83,10,93,3,0.52381,0.616162,0.00049,0.404477
303,impact_investing,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 8]; [2011.0, 9]; [2012.0, 7]>",23,30,53,3,0.506998,0.535276,0.000075,0.037032
484,railroad,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 10]; [2011.0, 17]; [2012.0, 8]>",45,10,55,4,0.472973,0.505357,0.000124,0.134877
254,fuel,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 4]; [2011.0, 11]; [2012.0, 8]>",12,16,28,4,0.467143,0.493374,0.00013,0.020632
638,wind_energy,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 3]; [2011.0, 1]; [2012.0, 6]>",19,0,19,0,0,0,0,0.093671
367,market_research,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 30]; [2011.0, 38]; [2012.0, 41]>",92,61,153,3,0.553611,0.612648,0.001566,0.186684
592,travel_agency,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 5]; [2012.0, 5]>",19,0,19,0,0,0,0,0.124287
175,direct_sales,"<[2010.0, 2011.0]>",4,"<[2010.0, 3]; [2011.0, 2]>",6,22,28,4,0.485939,0.507716,0.000043,0.004395
210,enterprise_applications,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 11]; [2011.0, 5]; [2012.0, 6]>",29,39,68,4,0.5,0.531756,0.000139,0.024851
540,snack_food,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 6]; [2012.0, 8]>",18,3,21,3,0.6,0.722222,0.000487,0.075071
404,neuroscience,"<[2010.0, 2011.0]>",2,"<[2010.0, 2]; [2011.0, 3]>",16,9,25,4,0.416459,0.454591,0.000075,0.047191
99,collaborative_consumption,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 1]; [2011.0, 3]; [2012.0, 2]>",1,16,17,4,0.460332,0.482298,0.000122,0.000303
104,commercial_insurance,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 5]; [2011.0, 10]; [2012.0, 9]>",2,13,15,4,0.438793,0.462672,0.000007,0.000874
92,cloud_infrastructure,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 9]; [2011.0, 14]; [2012.0, 13]>",8,61,69,4,0.497635,0.537706,0.000663,0.004612
75,casino,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 7]>",0,21,21,5,0.425145,0.45989,0,0
94,cloud_security,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 5]; [2011.0, 5]; [2012.0, 10]>",9,39,48,4,0.476321,0.509242,0.000028,0.004865
535,small_and_medium_businesses,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 9]; [2011.0, 15]; [2012.0, 21]>",69,16,85,4,0.517857,0.573755,0.0003,0.314952
413,nutrition,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 6]; [2011.0, 10]; [2012.0, 8]>",34,15,49,5,0.456471,0.496735,0.000687,0.07618
636,wellness,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 16]; [2011.0, 23]; [2012.0, 21]>",76,0,76,0,0,0,0,0.399472
339,lead_management,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 3]>",14,11,25,4,0.456522,0.483135,0.000004,0.033213
132,content_syndication,"<[2011.0, 2012.0]>",3,"<[2011.0, 3]; [2012.0, 1]>",5,13,18,5,0.43756,0.463036,0.000008,0.002884
560,speech_recognition,"<[2010.0, 2011.0]>",3,"<[2010.0, 3]; [2011.0, 2]>",21,1,22,5,0.4,0.430128,0.000001,0.113971
211,enterprise_resource_planning_(erp),"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 8]; [2012.0, 6]>",16,23,39,4,0.47641,0.502214,0.000038,0.016783
320,intellectual_property,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 5]; [2011.0, 3]; [2012.0, 6]>",28,25,53,3,0.496721,0.525303,0.000143,0.060644
627,wealth_management,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 7]; [2011.0, 6]; [2012.0, 16]>",42,0,42,0,0,0,0,0.207202
579,ticketing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 8]; [2011.0, 6]; [2012.0, 9]>",50,6,56,4,0.460526,0.530952,0.00022,0.255544
43,b2c,"<[2011.0, 2012.0]>",4,"<[2011.0, 2]; [2012.0, 1]>",3,20,23,4,0.467001,0.489267,0.00001,0.001204
64,building_maintenance,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 10]; [2011.0, 4]; [2012.0, 11]>",1,38,39,4,0.481414,0.511299,0.000006,0.000334
201,emergency_medicine,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 2]; [2011.0, 2]; [2012.0, 1]>",2,8,10,4,0.431866,0.454693,0.000002,0.000972
48,beauty,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 16]; [2011.0, 4]; [2012.0, 9]>",3,57,60,4,0.496889,0.532051,0.000143,0.001425
153,data_center_automation,"<[2010.0, 2011.0]>",5,"<[2010.0, 1]; [2011.0, 2]>",5,5,10,4,0.440447,0.459859,0,0.005895
574,test_and_measurement,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 22]; [2011.0, 39]; [2012.0, 37]>",85,6,91,4,0.431818,0.504386,0.000114,0.366964
191,elderly,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 1]; [2011.0, 2]; [2012.0, 3]>",1,9,10,4,0.42382,0.448945,0.000056,0.000331
305,incubators,"<[2010.0, 2012.0]>",3,"<[2010.0, 3]; [2012.0, 1]>",9,15,24,4,0.481818,0.503407,0.000025,0.014424
603,vertical_search,"<[2010.0, 2011.0]>",3,"<[2010.0, 1]; [2011.0, 2]>",22,1,23,2,0.666667,0.75,0.000028,0.107381
486,real_estate_investment,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 5]; [2011.0, 6]; [2012.0, 2]>",32,6,38,4,0.453901,0.482422,0.000061,0.132152
388,mobile_devices,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 16]; [2011.0, 11]; [2012.0, 23]>",68,33,101,5,0.495,0.554461,0.000677,0.159967
640,wine_and_spirits,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 8]; [2012.0, 6]>",32,1,33,1,1,1,0.001051,0.179908
2,accounting,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 17]; [2011.0, 16]; [2012.0, 27]>",0,84,84,4,0.511945,0.555278,0,0
33,asset_management,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 15]; [2011.0, 17]; [2012.0, 18]>",3,88,91,4,0.519678,0.563683,0.000178,0.000942
302,image_recognition,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 5]; [2012.0, 3]>",18,24,42,3,0.49464,0.521156,0.000019,0.029898
543,social,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 5]; [2011.0, 15]; [2012.0, 12]>",75,15,90,4,0.52071,0.571023,0.000399,0.306825
217,event_promotion,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 2]>",7,13,20,5,0.408393,0.440142,0.000022,0.005789
523,seo,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 10]; [2011.0, 10]; [2012.0, 10]>",54,18,72,4,0.521277,0.57568,0.00019,0.213735
519,semantic_search,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 2]; [2012.0, 4]>",30,9,39,4,0.464789,0.508418,0.000036,0.13659
249,franchise,"<[2010.0, 2012.0]>",4,"<[2010.0, 2]; [2012.0, 4]>",8,15,23,4,0.453552,0.481928,0.000059,0.015958
379,mhealth,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 4]; [2011.0, 9]; [2012.0, 3]>",17,6,23,4,0.435616,0.465409,0.000019,0.058599
128,content_creators,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 3]; [2012.0, 4]>",12,39,51,4,0.482686,0.516667,0.000139,0.007059
371,mechanical_design,<[2012.0]>,0,"<[2012.0, 1]>",3,1,4,5,0.323925,0.344329,0,0.014722
372,mechanical_engineering,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 41]; [2011.0, 57]; [2012.0, 61]>",64,44,108,4,0.477137,0.547569,0.001007,0.142393
462,private_cloud,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 4]; [2011.0, 3]; [2012.0, 3]>",32,5,37,4,0.464286,0.489316,0.000009,0.070062
536,smart_building,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 1]>",10,3,13,4,0.395062,0.453125,0.000006,0.05245
216,event_management,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 11]; [2011.0, 16]; [2012.0, 11]>",24,54,78,5,0.4884,0.540917,0.000471,0.030645
334,language_learning,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 2]; [2011.0, 2]; [2012.0, 2]>",15,12,27,4,0.450407,0.478339,0.000092,0.031314
154,data_integration,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 12]; [2011.0, 9]; [2012.0, 18]>",22,61,83,4,0.513751,0.553176,0.000265,0.017928
277,guides,"<[2011.0, 2012.0]>",3,"<[2011.0, 2]; [2012.0, 2]>",6,17,23,4,0.476119,0.501306,0.000016,0.007071
61,brewing,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 3]; [2011.0, 6]; [2012.0, 1]>",0,17,17,4,0.465137,0.486085,0,0
409,non_profit,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 8]; [2011.0, 11]; [2012.0, 7]>",44,25,69,4,0.5,0.546245,0.000773,0.138784
458,price_comparison,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 3]; [2011.0, 4]; [2012.0, 5]>",29,11,40,4,0.446328,0.486287,0.000168,0.082474
29,architecture,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 10]; [2011.0, 15]; [2012.0, 12]>",2,52,54,4,0.488235,0.522519,0.000066,0.000672
330,jewelry,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 4]; [2011.0, 11]; [2012.0, 8]>",21,21,42,4,0.463934,0.5,0.000187,0.044527
623,warehousing,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 3]>",21,0,21,0,0,0,0,0.157635
397,nanotechnology,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 6]; [2011.0, 6]; [2012.0, 4]>",32,9,41,4,0.420103,0.458589,0.000044,0.096332
76,casual_games,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 4]; [2011.0, 2]; [2012.0, 3]>",3,26,29,4,0.438732,0.471842,0.000111,0.001275
204,employment,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 6]; [2011.0, 7]; [2012.0, 8]>",13,27,40,4,0.488152,0.513956,0.000102,0.014507
539,sms,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 4]; [2012.0, 3]>",20,9,29,4,0.490446,0.53355,0.000024,0.105239
437,peer_to_peer,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 4]>",13,9,22,4,0.429003,0.46831,0.000225,0.044655
499,residential,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 5]; [2011.0, 12]; [2012.0, 9]>",32,5,37,4,0.453901,0.479818,0.000026,0.093214
86,classifieds,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 3]>",6,31,37,4,0.48468,0.509738,0.000136,0.002471
344,lending,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 5]; [2011.0, 4]; [2012.0, 7]>",29,18,47,3,0.482014,0.50995,0.000066,0.063393
85,civil_engineering,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 15]; [2011.0, 28]; [2012.0, 23]>",2,40,42,4,0.486461,0.516795,0.000011,0.000609
264,gift,"<[2011.0, 2012.0]>",3,"<[2011.0, 2]; [2012.0, 4]>",8,12,20,4,0.47076,0.492236,0.000092,0.019504
110,compliance,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 5]; [2011.0, 8]; [2012.0, 6]>",15,47,62,4,0.491363,0.524902,0.000131,0.008788
496,rental_property,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 2]; [2011.0, 2]; [2012.0, 1]>",9,5,14,4,0.411765,0.447279,0.000014,0.030313
578,therapeutics,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 29]; [2011.0, 21]; [2012.0, 20]>",36,4,40,4,0.425926,0.51087,0.000036,0.133937
59,blogging_platforms,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 9]; [2011.0, 13]; [2012.0, 7]>",8,57,65,4,0.50096,0.537356,0.000067,0.003005
234,film_distribution,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 4]; [2012.0, 2]>",9,12,21,6,0.405345,0.448214,0.000074,0.01066
102,college_recruiting,"<[2010.0, 2012.0]>",3,"<[2010.0, 1]; [2012.0, 2]>",1,7,8,4,0.427372,0.448592,0,0.000387
299,humanitarian,<[2011.0]>,3,"<[2011.0, 3]>",10,9,19,4,0.457704,0.479648,0.000015,0.017382
598,usability_testing,<[2012.0]>,2,"<[2012.0, 1]>",5,0,5,0,0,0,0,0.040398
260,gamification,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 5]; [2011.0, 3]; [2012.0, 6]>",9,32,41,4,0.499312,0.529155,0.000068,0.0106
57,bitcoin,"<[2011.0, 2012.0]>",5,"<[2011.0, 1]; [2012.0, 2]>",1,13,14,4,0.438294,0.462905,0.000001,0.00048
495,rental,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 6]; [2011.0, 18]; [2012.0, 12]>",51,15,66,4,0.492366,0.534238,0.000387,0.188513
259,gambling,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 10]; [2011.0, 6]; [2012.0, 9]>",12,27,39,4,0.497268,0.523352,0.00059,0.013804
614,virtual_desktop,<[2012.0]>,5,"<[2012.0, 1]>",3,1,4,3,0.5,0.555556,0,0.022718
622,voip,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 17]; [2011.0, 8]; [2012.0, 18]>",56,4,60,2,0.75,0.833333,0.000133,0.313798
429,paas,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 5]; [2012.0, 5]>",35,17,52,4,0.493421,0.535,0.000049,0.095159
82,child_care,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 3]; [2011.0, 4]; [2012.0, 4]>",3,27,30,4,0.466483,0.494259,0.000091,0.001693
398,national_security,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 24]; [2011.0, 26]; [2012.0, 26]>",62,35,97,4,0.483333,0.54844,0.000764,0.159902
134,corporate_training,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 3]>",2,24,26,4,0.482201,0.505966,0.000015,0.000623
521,semiconductor,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 44]; [2011.0, 67]; [2012.0, 60]>",123,25,148,4,0.525773,0.598856,0.001258,0.413655
513,satellite_communication,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 8]; [2011.0, 15]; [2012.0, 3]>",35,12,47,4,0.482301,0.525229,0.000044,0.136558
220,facebook,"<[2010.0, 2012.0]>",3,"<[2010.0, 1]; [2012.0, 2]>",10,16,26,3,0.47181,0.496855,0.000005,0.00978
133,cooking,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 3]; [2011.0, 8]; [2012.0, 4]>",6,12,18,4,0.437563,0.462104,0.000249,0.004893
460,printing,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 23]; [2011.0, 29]; [2012.0, 26]>",76,26,102,4,0.52669,0.576014,0.000768,0.230989
71,call_center,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 1]>",1,10,11,5,0.416309,0.442234,0.000002,0.000495
126,contact_management,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 2]; [2012.0, 2]>",5,18,23,4,0.464802,0.488071,0.000059,0.004394
250,fraud_detection,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 5]; [2011.0, 10]; [2012.0, 6]>",27,23,50,4,0.48405,0.511223,0.000067,0.038693
290,home_services,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 5]; [2011.0, 4]; [2012.0, 4]>",18,16,34,4,0.461219,0.488989,0.00012,0.02532
420,open_source,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 8]; [2012.0, 7]>",41,17,58,4,0.473118,0.515625,0.000127,0.105621
478,public_safety,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 16]; [2011.0, 14]; [2012.0, 16]>",54,18,72,4,0.474638,0.529262,0.000331,0.193088
265,gift_card,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 6]; [2012.0, 3]>",15,26,41,3,0.496904,0.524922,0.000301,0.026673
620,visual_search,<[2010.0]>,3,"<[2010.0, 1]>",9,0,9,0,0,0,0,0.041127
223,family,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 6]; [2011.0, 7]; [2012.0, 7]>",3,9,12,4,0.447427,0.469792,0.000019,0.005753
235,film_production,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 4]; [2011.0, 4]; [2012.0, 1]>",11,19,30,5,0.438936,0.474839,0.000183,0.006917
611,video_on_demand,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 4]; [2012.0, 3]>",39,4,43,3,0.6,0.703704,0.000006,0.232134
593,tutoring,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 4]; [2011.0, 3]; [2012.0, 2]>",17,3,20,4,0.457143,0.502604,0.000759,0.093381
583,toys,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 3]; [2011.0, 5]; [2012.0, 4]>",41,3,44,3,0.479167,0.528986,0.000029,0.204329
241,flash_storage,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 2]; [2012.0, 6]>",16,20,36,3,0.488981,0.511268,0.000018,0.022529
115,console_games,<[2012.0]>,3,"<[2012.0, 1]>",1,3,4,4,0.356794,0.371005,0,0.000275
95,cloud_storage,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 7]; [2011.0, 8]; [2012.0, 8]>",10,39,49,4,0.488307,0.517401,0.000054,0.005435
295,hotel,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 8]; [2011.0, 14]; [2012.0, 11]>",19,36,55,3,0.517296,0.547619,0.000539,0.027695
599,ux_design,"<[2010.0, 2012.0]>",5,"<[2010.0, 1]; [2012.0, 4]>",24,2,26,2,0.6,0.666667,0.000013,0.176456
26,application_performance_management,"<[2010.0, 2011.0]>",5,"<[2010.0, 5]; [2011.0, 1]>",3,22,25,4,0.451737,0.477778,0.000048,0.000898
365,marine_technology,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 3]; [2011.0, 3]; [2012.0, 5]>",18,15,33,4,0.438356,0.474609,0.000034,0.05193
422,optical_communication,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 4]; [2011.0, 2]; [2012.0, 3]>",17,6,23,5,0.409471,0.447506,0.000011,0.064227
107,communication_hardware,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 7]; [2011.0, 11]; [2012.0, 7]>",8,58,66,4,0.499035,0.537234,0.000068,0.003722
512,same_day_delivery,<[2012.0]>,4,"<[2012.0, 3]>",6,2,8,4,0.457627,0.478395,0,0.023947
283,hedge_funds,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 4]; [2011.0, 5]; [2012.0, 2]>",12,16,28,4,0.47392,0.49869,0.000019,0.019698
242,fleet_management,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 5]; [2011.0, 6]; [2012.0, 3]>",10,20,30,4,0.45911,0.491667,0.000025,0.018759
338,lead_generation,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 5]; [2011.0, 2]; [2012.0, 3]>",25,17,42,5,0.447934,0.4869,0.000036,0.054518
329,it_management,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 20]; [2011.0, 21]; [2012.0, 16]>",46,34,80,3,0.514071,0.550487,0.000188,0.090093
113,concerts,"<[2011.0, 2012.0]>",3,"<[2011.0, 2]; [2012.0, 2]>",1,23,24,4,0.429553,0.4645,0.000149,0.000275
187,ediscovery,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 5]; [2011.0, 10]; [2012.0, 23]>",29,54,83,4,0.504878,0.5469,0.000196,0.026297
331,journalism,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 3]; [2012.0, 3]>",12,20,32,4,0.45,0.49041,0.000027,0.026319
321,intelligent_systems,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 1]; [2011.0, 5]; [2012.0, 2]>",17,15,32,4,0.461794,0.491607,0.000309,0.04367
271,gpu,"<[2010.0, 2011.0, 2012.0]>",3,"<[2010.0, 2]; [2011.0, 1]; [2012.0, 2]>",4,14,18,4,0.430303,0.459859,0.000008,0.00616
164,dental,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 11]; [2011.0, 11]; [2012.0, 14]>",3,15,18,4,0.468565,0.490506,0.000001,0.003708
8,advanced_materials,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 9]; [2011.0, 13]; [2012.0, 11]>",0,46,46,5,0.467643,0.503624,0,0
322,interior_design,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 2]>",10,5,15,4,0.436482,0.459577,0.000004,0.012892
72,cannabis,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 1]; [2011.0, 1]; [2012.0, 2]>",1,9,10,4,0.46091,0.479747,0,0.000313
581,tour_operator,"<[2010.0, 2012.0]>",4,"<[2010.0, 1]; [2012.0, 1]>",4,3,7,4,0.435897,0.482843,0,0.012387
70,cad,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 4]; [2011.0, 4]; [2012.0, 3]>",4,25,29,4,0.487156,0.507376,0.000006,0.001778
464,procurement,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 3]; [2011.0, 3]; [2012.0, 2]>",12,5,17,4,0.416446,0.446391,0.000046,0.035236
138,courier_service,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 3]; [2011.0, 5]; [2012.0, 5]>",4,18,22,5,0.469727,0.491927,0.000038,0.001611
411,nursing_and_residential_care,"<[2010.0, 2011.0, 2012.0]>",2,"<[2010.0, 9]; [2011.0, 12]; [2012.0, 9]>",15,5,20,4,0.418546,0.446607,0.000011,0.042687
534,skill_assessment,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 14]; [2011.0, 27]; [2012.0, 19]>",42,9,51,3,0.475936,0.516854,0.000069,0.148745
567,sustainability,"<[2010.0, 2011.0, 2012.0]>",0,"<[2010.0, 4]; [2011.0, 13]; [2012.0, 3]>",49,0,49,0,0,0,0,0.237535
307,indoor_positioning,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 8]; [2011.0, 1]; [2012.0, 6]>",11,18,29,3,0.478261,0.503657,0.000105,0.019063
421,operating_systems,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 4]; [2011.0, 2]; [2012.0, 3]>",19,9,28,4,0.413462,0.454457,0.000062,0.048226
402,network_hardware,"<[2010.0, 2011.0, 2012.0]>",5,"<[2010.0, 10]; [2011.0, 9]; [2012.0, 9]>",42,19,61,4,0.452874,0.5,0.000169,0.10937
345,life_insurance,"<[2010.0, 2011.0, 2012.0]>",1,"<[2010.0, 2]; [2011.0, 6]; [2012.0, 4]>",12,6,18,5,0.384615,0.41216,0.000005,0.025519
163,delivery_service,"<[2010.0, 2011.0, 2012.0]>",4,"<[2010.0, 3]; [2011.0, 4]; [2012.0, 2]>",11,24,35,4,0.484816,0.507644,0.000033,0.006481
621,vocational_education,"<[2011.0, 2012.0]>",1,"<[2011.0, 2]; [2012.0, 1]>",8,0,8,0,0,0,0,0.038409
